キーワード,日付と時刻,ソース,イベント ID,タスクのカテゴリ
成功の監査,2019/11/07 15:04:42,Microsoft-Windows-Security-Auditing,5140,ファイルの共有,"ネットワーク共有オブジェクトにアクセスしました。
	
サブジェクト:
	セキュリティ ID:		EXAMPLE\WIN10_64JP_10$
	アカウント名:		WIN10_64JP_10$
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x61cc6

ネットワーク情報:	
	送信元アドレス:		192.168.16.110
	ソース ポート:		51910
	
共有名:			\\*\IPC$"
成功の監査,2019/11/07 15:04:42,Microsoft-Windows-Security-Auditing,4624,ログオン,"アカウントが正常にログオンしました。

サブジェクト:
	セキュリティ ID:		NULL SID
	アカウント名:		-
	アカウント ドメイン:		-
	ログオン ID:		0x0

ログオン タイプ:			3

新しいログオン:
	セキュリティ ID:		EXAMPLE\WIN10_64JP_10$
	アカウント名:		WIN10_64JP_10$
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x61cc6
	ログオン GUID:		{09390C13-6989-348D-DBF9-EE26499BB0E0}

プロセス情報:
	プロセス ID:		0x0
	プロセス名:		-

ネットワーク情報:
	ワークステーション名:	
	ソース ネットワーク アドレス:	192.168.16.110
	ソース ポート:		51910

詳細な認証情報:
	ログオン プロセス:		Kerberos
	認証パッケージ:	Kerberos
	移行されたサービス:	-
	パッケージ名 (NTLM のみ):	-
	キーの長さ:		0

このイベントは、ログオン セッションの作成時に生成されます。このイベントは、アクセス先のコンピュータで生成されます。

サブジェクトのフィールドは、ログオンを要求したローカル システム上のアカウントを示します。これはサーバー サービスなどのサービスまたは Winlogon.exe や Services.exe などのローカル プロセスであることが最も一般的です。

ログオン タイプのフィールドは、発生したログオンの種類を示します。最も一般的なタイプは、2 (対話型) と 3 (ネットワーク) です。

新しいログオンのフィールドは、新しいログオンを作成するアカウント、つまりログオン先のアカウントを示します。

ネットワークのフィールドは、リモート ログオン要求の送信元を示します。ワークステーション名は常に表示されるとは限らず、場合によっては空白のままであることがあります。

認証情報のフィールドは、この特定のログオン要求に関する詳細情報を示します。
	- ログオン GUID は、このイベントを KDC イベントに関連付ける場合に使用できる一意の識別子です。
	- 移行されたサービスは、このログオン要求に関与した中間サービスを示します。
	- パッケージ名は、NTLM プロトコルのうち使用されたサブプロトコルを示します。
	- キーの長さは、生成されたセッション キーの長さを示します。これは、セッション キーが要求されなかった場合は 0 になります。"
成功の監査,2019/11/07 15:04:42,Microsoft-Windows-Security-Auditing,5156,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続が許可されました。

アプリケーション情報:
	プロセス ID:		4
	アプリケーション名:	System

ネットワーク情報:
	方向:		着信
	送信元アドレス:		192.168.16.1
	ソース ポート:		445
	宛先アドレス:	192.168.16.110
	宛先ポート:		51910
	プロトコル:		6

フィルタ情報:
	フィルタの実行時 ID:	0
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	44"
成功の監査,2019/11/07 15:04:42,Microsoft-Windows-Security-Auditing,5156,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続が許可されました。

アプリケーション情報:
	プロセス ID:		1432
	アプリケーション名:	\device\harddiskvolume1\windows\system32\dns.exe

ネットワーク情報:
	方向:		着信
	送信元アドレス:		192.168.16.1
	ソース ポート:		53
	宛先アドレス:	192.168.16.110
	宛先ポート:		62757
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	66276
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	44"
成功の監査,2019/11/07 15:04:41,Microsoft-Windows-Security-Auditing,4634,ログオフ,"アカウントがログオフしました。

サブジェクト:
	セキュリティ ID:		EXAMPLE\WIN10_64JP_09$
	アカウント名:		WIN10_64JP_09$
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x61540

ログオン タイプ:			3

このイベントは、ログオン セッションが破棄された場合に生成されます。これは、ログオン ID の値を使用して、ログオン イベントに関連付けられる場合があります。ログオン ID は、同一コンピュータが次に再起動するまでの間のみ一意です。"
成功の監査,2019/11/07 15:04:36,Microsoft-Windows-Security-Auditing,5156,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続が許可されました。

アプリケーション情報:
	プロセス ID:		1432
	アプリケーション名:	\device\harddiskvolume1\windows\system32\dns.exe

ネットワーク情報:
	方向:		着信
	送信元アドレス:		192.168.16.1
	ソース ポート:		53
	宛先アドレス:	192.168.16.1
	宛先ポート:		62047
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	5
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	44"
成功の監査,2019/11/07 15:04:36,Microsoft-Windows-Security-Auditing,5156,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続が許可されました。

アプリケーション情報:
	プロセス ID:		572
	アプリケーション名:	\device\harddiskvolume1\windows\system32\lsass.exe

ネットワーク情報:
	方向:		送信
	送信元アドレス:		192.168.16.1
	ソース ポート:		62047
	宛先アドレス:	192.168.16.1
	宛先ポート:		53
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	7
	レイヤ名:		接続
	レイヤの実行時 ID:	48"
成功の監査,2019/11/07 15:04:36,Microsoft-Windows-Security-Auditing,5158,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、ローカル ポートへのバインドが許可されました。

アプリケーション情報:
	プロセス ID:		572
	アプリケーション名:	\device\harddiskvolume1\windows\system32\lsass.exe

ネットワーク情報:
	送信元アドレス:		0.0.0.0
	ソース ポート:		62047
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	0
	レイヤ名:		リソース割り当て
	レイヤの実行時 ID:	36"
成功の監査,2019/11/07 15:04:36,Microsoft-Windows-Security-Auditing,5158,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、ローカル ポートへのバインドが許可されました。

アプリケーション情報:
	プロセス ID:		572
	アプリケーション名:	\device\harddiskvolume1\windows\system32\lsass.exe

ネットワーク情報:
	送信元アドレス:		0.0.0.0
	ソース ポート:		57042
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	0
	レイヤ名:		リソース割り当て
	レイヤの実行時 ID:	36"
成功の監査,2019/11/07 15:04:36,Microsoft-Windows-Security-Auditing,5158,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、ローカル ポートへのバインドが許可されました。

アプリケーション情報:
	プロセス ID:		572
	アプリケーション名:	\device\harddiskvolume1\windows\system32\lsass.exe

ネットワーク情報:
	送信元アドレス:		::
	ソース ポート:		65535
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	0
	レイヤ名:		リソース割り当て
	レイヤの実行時 ID:	38"
成功の監査,2019/11/07 15:04:36,Microsoft-Windows-Security-Auditing,5156,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続が許可されました。

アプリケーション情報:
	プロセス ID:		572
	アプリケーション名:	\device\harddiskvolume1\windows\system32\lsass.exe

ネットワーク情報:
	方向:		送信
	送信元アドレス:		::1
	ソース ポート:		52671
	宛先アドレス:	::1
	宛先ポート:		53
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	8
	レイヤ名:		接続
	レイヤの実行時 ID:	50"
成功の監査,2019/11/07 15:04:36,Microsoft-Windows-Security-Auditing,5158,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、ローカル ポートへのバインドが許可されました。

アプリケーション情報:
	プロセス ID:		572
	アプリケーション名:	\device\harddiskvolume1\windows\system32\lsass.exe

ネットワーク情報:
	送信元アドレス:		::
	ソース ポート:		52671
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	0
	レイヤ名:		リソース割り当て
	レイヤの実行時 ID:	38"
成功の監査,2019/11/07 15:04:36,Microsoft-Windows-Security-Auditing,5156,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続が許可されました。

アプリケーション情報:
	プロセス ID:		1432
	アプリケーション名:	\device\harddiskvolume1\windows\system32\dns.exe

ネットワーク情報:
	方向:		着信
	送信元アドレス:		192.168.16.1
	ソース ポート:		53
	宛先アドレス:	192.168.16.1
	宛先ポート:		63767
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	5
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	44"
成功の監査,2019/11/07 15:04:36,Microsoft-Windows-Security-Auditing,5156,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続が許可されました。

アプリケーション情報:
	プロセス ID:		572
	アプリケーション名:	\device\harddiskvolume1\windows\system32\lsass.exe

ネットワーク情報:
	方向:		送信
	送信元アドレス:		192.168.16.1
	ソース ポート:		63767
	宛先アドレス:	192.168.16.1
	宛先ポート:		53
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	7
	レイヤ名:		接続
	レイヤの実行時 ID:	48"
成功の監査,2019/11/07 15:04:36,Microsoft-Windows-Security-Auditing,5158,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、ローカル ポートへのバインドが許可されました。

アプリケーション情報:
	プロセス ID:		572
	アプリケーション名:	\device\harddiskvolume1\windows\system32\lsass.exe

ネットワーク情報:
	送信元アドレス:		0.0.0.0
	ソース ポート:		63767
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	0
	レイヤ名:		リソース割り当て
	レイヤの実行時 ID:	36"
